EmployeeID,Date,TimeIn,TimeOut,HoursWorked
1,01/01/2024,8:00,17:00,8
2,01/01/2024,8:00,17:00,8
3,01/01/2024,8:00,17:00,8
4,01/01/2024,8:00,18:32,9.53
5,01/01/2024,8:00,17:00,8
6,01/01/2024,8:00,17:00,8
7,01/01/2024,8:00,17:00,8
9,01/01/2024,8:00,17:00,8
10,01/01/2024,8:00,17:00,8
11,01/01/2024,8:00,17:00,8
12,01/01/2024,8:00,17:00,8
13,01/01/2024,8:00,17:00,8
14,01/01/2024,8:00,17:06,8.1
15,01/01/2024,8:00,17:00,8
16,01/01/2024,8:00,17:00,8
17,01/01/2024,8:00,17:00,8
18,01/01/2024,8:00,17:00,8
19,01/01/2024,8:00,18:41,9.68
20,01/01/2024,8:00,18:16,9.27
22,01/01/2024,8:00,17:00,8
23,01/01/2024,8:00,18:08,9.13
24,01/01/2024,8:00,17:00,8
25,01/01/2024,8:00,17:00,8
26,01/01/2024,8:00,17:00,8
27,01/01/2024,8:00,17:00,8
28,01/01/2024,8:00,17:00,8
29,01/01/2024,8:00,17:00,8
30,01/01/2024,8:00,17:00,8
31,01/01/2024,8:00,17:00,8
32,01/01/2024,8:00,17:00,8
33,01/01/2024,8:00,17:00,8
34,01/01/2024,8:00,17:43,8.72
35,01/01/2024,8:00,17:00,8
1,01/02/2024,8:00,17:00,8
2,01/02/2024,8:00,17:00,8
3,01/02/2024,8:00,17:00,8
4,01/02/2024,8:00,17:00,8
5,01/02/2024,8:00,17:00,8
6,01/02/2024,8:00,17:00,8
7,01/02/2024,8:00,18:20,9.33
8,01/02/2024,8:00,17:00,8
9,01/02/2024,8:00,17:00,8
10,01/02/2024,8:00,18:45,9.75
11,01/02/2024,8:00,17:00,8
12,01/02/2024,8:00,17:00,8
13,01/02/2024,8:00,17:00,8
15,01/02/2024,8:00,17:00,8
16,01/02/2024,8:00,17:00,8
18,01/02/2024,8:00,17:00,8
19,01/02/2024,8:00,17:00,8
20,01/02/2024,8:00,17:00,8
22,01/02/2024,8:00,18:32,9.53
24,01/02/2024,8:00,17:00,8
25,01/02/2024,8:00,17:00,8
26,01/02/2024,8:00,18:19,9.32
27,01/02/2024,8:00,17:00,8
28,01/02/2024,8:00,17:00,8
29,01/02/2024,8:00,17:00,8
30,01/02/2024,8:00,17:00,8
31,01/02/2024,8:00,17:00,8
32,01/02/2024,8:00,17:00,8
34,01/02/2024,8:00,17:00,8
35,01/02/2024,8:00,18:43,9.72
1,01/03/2024,8:00,17:00,8
2,01/03/2024,8:00,17:00,8
4,01/03/2024,8:00,17:00,8
5,01/03/2024,8:00,17:00,8
7,01/03/2024,8:00,17:00,8
8,01/03/2024,8:00,17:00,8
9,01/03/2024,8:00,17:00,8
10,01/03/2024,8:00,17:00,8
11,01/03/2024,8:00,17:14,8.23
12,01/03/2024,8:00,17:00,8
13,01/03/2024,8:00,17:00,8
14,01/03/2024,8:00,17:00,8
15,01/03/2024,8:00,17:07,8.12
16,01/03/2024,8:00,17:00,8
17,01/03/2024,8:00,17:00,8
19,01/03/2024,8:00,17:00,8
20,01/03/2024,8:00,17:00,8
21,01/03/2024,8:00,17:00,8
22,01/03/2024,8:00,17:00,8
23,01/03/2024,8:00,17:00,8
24,01/03/2024,8:00,17:00,8
25,01/03/2024,8:00,17:00,8
26,01/03/2024,8:00,17:00,8
28,01/03/2024,8:00,17:00,8
29,01/03/2024,8:00,18:47,9.78
31,01/03/2024,8:00,17:00,8
32,01/03/2024,8:00,17:00,8
33,01/03/2024,8:00,17:00,8
34,01/03/2024,8:00,17:00,8
35,01/03/2024,8:00,18:33,9.55
1,01/04/2024,8:00,17:00,8
2,01/04/2024,8:00,17:00,8
3,01/04/2024,8:00,17:00,8
4,01/04/2024,8:00,17:00,8
5,01/04/2024,8:00,17:00,8
6,01/04/2024,8:00,17:00,8
7,01/04/2024,8:00,17:04,8.07
8,01/04/2024,8:00,18:34,9.57
9,01/04/2024,8:00,17:00,8
10,01/04/2024,8:00,17:00,8
11,01/04/2024,8:00,17:14,8.23
12,01/04/2024,8:00,17:00,8
13,01/04/2024,8:00,17:00,8
14,01/04/2024,8:00,17:00,8
15,01/04/2024,8:00,17:00,8
16,01/04/2024,8:00,18:57,9.95
17,01/04/2024,8:00,17:00,8
18,01/04/2024,8:00,17:00,8
19,01/04/2024,8:00,17:00,8
20,01/04/2024,8:00,17:00,8
21,01/04/2024,8:00,17:00,8
22,01/04/2024,8:00,17:00,8
23,01/04/2024,8:00,17:00,8
24,01/04/2024,8:00,17:00,8
25,01/04/2024,8:00,17:00,8
26,01/04/2024,8:00,17:00,8
27,01/04/2024,8:00,17:00,8
28,01/04/2024,8:00,17:00,8
29,01/04/2024,8:00,17:00,8
30,01/04/2024,8:00,17:00,8
31,01/04/2024,8:00,17:00,8
32,01/04/2024,8:00,17:00,8
33,01/04/2024,8:00,18:44,9.73
34,01/04/2024,8:00,17:00,8
35,01/04/2024,8:00,17:00,8
1,01/05/2024,8:00,17:00,8
2,01/05/2024,8:00,17:00,8
3,01/05/2024,8:00,17:00,8
5,01/05/2024,8:00,17:00,8
6,01/05/2024,8:00,17:00,8
7,01/05/2024,8:00,17:00,8
8,01/05/2024,8:00,18:16,9.27
9,01/05/2024,8:00,17:00,8
10,01/05/2024,8:00,17:00,8
11,01/05/2024,8:00,17:00,8
12,01/05/2024,8:00,17:21,8.35
13,01/05/2024,8:00,17:00,8
14,01/05/2024,8:00,18:18,9.3
15,01/05/2024,8:00,17:24,8.4
16,01/05/2024,8:00,17:00,8
17,01/05/2024,8:00,17:00,8
18,01/05/2024,8:00,17:11,8.18
19,01/05/2024,8:00,17:00,8
20,01/05/2024,8:00,17:37,8.62
21,01/05/2024,8:00,17:00,8
22,01/05/2024,8:00,17:00,8
23,01/05/2024,8:00,17:00,8
24,01/05/2024,8:00,17:00,8
25,01/05/2024,8:00,17:00,8
26,01/05/2024,8:00,17:00,8
27,01/05/2024,8:00,17:36,8.6
28,01/05/2024,8:00,17:00,8
29,01/05/2024,8:00,17:00,8
30,01/05/2024,8:00,17:02,8.03
31,01/05/2024,8:00,17:00,8
33,01/05/2024,8:00,17:00,8
34,01/05/2024,8:00,17:00,8
35,01/05/2024,8:00,17:00,8
1,01/06/2024,8:00,18:30,9.5
2,01/06/2024,8:00,17:00,8
3,01/06/2024,8:00,17:00,8
4,01/06/2024,8:00,17:00,8
5,01/06/2024,8:00,17:00,8
6,01/06/2024,8:00,17:00,8
7,01/06/2024,8:00,17:00,8
8,01/06/2024,8:00,17:00,8
9,01/06/2024,8:00,17:00,8
10,01/06/2024,8:00,17:00,8
12,01/06/2024,8:00,17:00,8
13,01/06/2024,8:00,17:00,8
15,01/06/2024,8:00,17:00,8
16,01/06/2024,8:00,18:01,9.02
17,01/06/2024,8:00,17:00,8
18,01/06/2024,8:00,17:00,8
19,01/06/2024,8:00,17:00,8
20,01/06/2024,8:00,17:00,8
21,01/06/2024,8:00,17:23,8.38
22,01/06/2024,8:00,17:00,8
23,01/06/2024,8:00,18:46,9.77
24,01/06/2024,8:00,17:00,8
25,01/06/2024,8:00,17:22,8.37
26,01/06/2024,8:00,17:00,8
27,01/06/2024,8:00,17:00,8
28,01/06/2024,8:00,17:00,8
31,01/06/2024,8:00,18:46,9.77
34,01/06/2024,8:00,17:00,8
35,01/06/2024,8:00,17:00,8
1,01/07/2024,8:00,17:00,8
2,01/07/2024,8:00,17:00,8
3,01/07/2024,8:00,17:00,8
5,01/07/2024,8:00,17:00,8
6,01/07/2024,8:00,17:00,8
7,01/07/2024,8:00,18:16,9.27
8,01/07/2024,8:00,17:00,8
10,01/07/2024,8:00,17:00,8
11,01/07/2024,8:00,17:00,8
12,01/07/2024,8:00,17:00,8
13,01/07/2024,8:00,17:00,8
14,01/07/2024,8:00,17:00,8
17,01/07/2024,8:00,17:43,8.72
18,01/07/2024,8:00,17:00,8
19,01/07/2024,8:00,17:01,8.02
21,01/07/2024,8:00,17:14,8.23
22,01/07/2024,8:00,17:00,8
23,01/07/2024,8:00,17:51,8.85
24,01/07/2024,8:00,17:00,8
25,01/07/2024,8:00,17:00,8
27,01/07/2024,8:00,18:37,9.62
28,01/07/2024,8:00,17:00,8
29,01/07/2024,8:00,17:00,8
30,01/07/2024,8:00,17:00,8
31,01/07/2024,8:00,17:00,8
32,01/07/2024,8:00,17:00,8
33,01/07/2024,8:00,17:00,8
34,01/07/2024,8:00,18:31,9.52
35,01/07/2024,8:00,17:00,8
1,01/08/2024,8:00,17:00,8
2,01/08/2024,8:00,17:00,8
3,01/08/2024,8:00,18:53,9.88
4,01/08/2024,8:00,17:09,8.15
5,01/08/2024,8:00,17:00,8
6,01/08/2024,8:00,17:00,8
7,01/08/2024,8:00,17:00,8
8,01/08/2024,8:00,17:00,8
9,01/08/2024,8:00,17:00,8
10,01/08/2024,8:00,18:02,9.03
11,01/08/2024,8:00,17:51,8.85
12,01/08/2024,8:00,17:58,8.97
13,01/08/2024,8:00,17:00,8
14,01/08/2024,8:00,17:00,8
15,01/08/2024,8:00,18:22,9.37
16,01/08/2024,8:00,17:00,8
17,01/08/2024,8:00,17:00,8
18,01/08/2024,8:00,17:00,8
19,01/08/2024,8:00,17:00,8
20,01/08/2024,8:00,18:15,9.25
21,01/08/2024,8:00,17:00,8
22,01/08/2024,8:00,17:00,8
23,01/08/2024,8:00,17:00,8
25,01/08/2024,8:00,17:00,8
26,01/08/2024,8:00,18:03,9.05
27,01/08/2024,8:00,17:00,8
28,01/08/2024,8:00,17:00,8
29,01/08/2024,8:00,17:00,8
30,01/08/2024,8:00,17:00,8
31,01/08/2024,8:00,17:00,8
33,01/08/2024,8:00,17:00,8
34,01/08/2024,8:00,17:39,8.65
35,01/08/2024,8:00,17:00,8
2,01/09/2024,8:00,17:47,8.78
3,01/09/2024,8:00,17:53,8.88
4,01/09/2024,8:00,17:00,8
5,01/09/2024,8:00,17:00,8
6,01/09/2024,8:00,17:00,8
7,01/09/2024,8:00,17:00,8
8,01/09/2024,8:00,17:10,8.17
9,01/09/2024,8:00,17:00,8
10,01/09/2024,8:00,17:00,8
11,01/09/2024,8:00,17:00,8
12,01/09/2024,8:00,17:00,8
13,01/09/2024,8:00,17:00,8
14,01/09/2024,8:00,17:00,8
15,01/09/2024,8:00,17:00,8
16,01/09/2024,8:00,17:00,8
17,01/09/2024,8:00,17:00,8
18,01/09/2024,8:00,17:00,8
19,01/09/2024,8:00,17:00,8
20,01/09/2024,8:00,17:14,8.23
21,01/09/2024,8:00,17:00,8
22,01/09/2024,8:00,17:00,8
23,01/09/2024,8:00,17:00,8
24,01/09/2024,8:00,18:19,9.32
25,01/09/2024,8:00,17:08,8.13
26,01/09/2024,8:00,17:00,8
28,01/09/2024,8:00,17:00,8
30,01/09/2024,8:00,17:00,8
31,01/09/2024,8:00,17:00,8
33,01/09/2024,8:00,17:00,8
34,01/09/2024,8:00,17:00,8
35,01/09/2024,8:00,17:00,8
1,01/10/2024,8:00,17:00,8
3,01/10/2024,8:00,17:00,8
4,01/10/2024,8:00,17:00,8
5,01/10/2024,8:00,17:00,8
6,01/10/2024,8:00,17:00,8
7,01/10/2024,8:00,17:00,8
8,01/10/2024,8:00,17:00,8
9,01/10/2024,8:00,17:00,8
10,01/10/2024,8:00,17:00,8
12,01/10/2024,8:00,17:13,8.22
14,01/10/2024,8:00,17:12,8.2
15,01/10/2024,8:00,17:01,8.02
16,01/10/2024,8:00,17:00,8
17,01/10/2024,8:00,17:00,8
18,01/10/2024,8:00,18:38,9.63
19,01/10/2024,8:00,18:05,9.08
20,01/10/2024,8:00,17:00,8
21,01/10/2024,8:00,17:00,8
22,01/10/2024,8:00,17:00,8
23,01/10/2024,8:00,17:00,8
24,01/10/2024,8:00,17:00,8
25,01/10/2024,8:00,17:00,8
26,01/10/2024,8:00,17:00,8
27,01/10/2024,8:00,17:00,8
29,01/10/2024,8:00,17:00,8
30,01/10/2024,8:00,17:00,8
32,01/10/2024,8:00,17:00,8
33,01/10/2024,8:00,17:00,8
34,01/10/2024,8:00,17:00,8
35,01/10/2024,8:00,17:00,8
1,01/11/2024,8:00,17:00,8
2,01/11/2024,8:00,17:00,8
3,01/11/2024,8:00,17:00,8
5,01/11/2024,8:00,17:00,8
7,01/11/2024,8:00,17:00,8
8,01/11/2024,8:00,18:31,9.52
9,01/11/2024,8:00,17:00,8
10,01/11/2024,8:00,17:00,8
11,01/11/2024,8:00,17:00,8
12,01/11/2024,8:00,17:00,8
13,01/11/2024,8:00,17:00,8
14,01/11/2024,8:00,17:00,8
15,01/11/2024,8:00,17:00,8
16,01/11/2024,8:00,17:00,8
17,01/11/2024,8:00,17:00,8
18,01/11/2024,8:00,17:00,8
20,01/11/2024,8:00,17:00,8
21,01/11/2024,8:00,17:00,8
22,01/11/2024,8:00,17:21,8.35
23,01/11/2024,8:00,17:00,8
24,01/11/2024,8:00,17:01,8.02
25,01/11/2024,8:00,17:00,8
26,01/11/2024,8:00,17:00,8
28,01/11/2024,8:00,17:00,8
30,01/11/2024,8:00,17:00,8
31,01/11/2024,8:00,17:00,8
32,01/11/2024,8:00,18:07,9.12
33,01/11/2024,8:00,17:00,8
34,01/11/2024,8:00,17:00,8
35,01/11/2024,8:00,17:00,8
1,01/12/2024,8:00,17:00,8
3,01/12/2024,8:00,17:00,8
4,01/12/2024,8:00,17:00,8
5,01/12/2024,8:00,17:00,8
6,01/12/2024,8:00,18:20,9.33
7,01/12/2024,8:00,17:50,8.83
8,01/12/2024,8:00,17:00,8
9,01/12/2024,8:00,17:00,8
10,01/12/2024,8:00,17:00,8
11,01/12/2024,8:00,17:00,8
12,01/12/2024,8:00,17:00,8
13,01/12/2024,8:00,17:33,8.55
14,01/12/2024,8:00,18:15,9.25
15,01/12/2024,8:00,17:07,8.12
16,01/12/2024,8:00,17:00,8
17,01/12/2024,8:00,17:00,8
18,01/12/2024,8:00,17:00,8
19,01/12/2024,8:00,17:00,8
20,01/12/2024,8:00,17:00,8
21,01/12/2024,8:00,17:00,8
22,01/12/2024,8:00,17:00,8
23,01/12/2024,8:00,18:53,9.88
24,01/12/2024,8:00,17:00,8
25,01/12/2024,8:00,17:00,8
26,01/12/2024,8:00,17:00,8
28,01/12/2024,8:00,17:00,8
29,01/12/2024,8:00,17:52,8.87
30,01/12/2024,8:00,17:00,8
31,01/12/2024,8:00,17:00,8
32,01/12/2024,8:00,17:00,8
33,01/12/2024,8:00,17:00,8
34,01/12/2024,8:00,17:00,8
1,01/13/2024,8:00,17:00,8
2,01/13/2024,8:00,17:00,8
4,01/13/2024,8:00,17:00,8
5,01/13/2024,8:00,17:00,8
6,01/13/2024,8:00,17:00,8
7,01/13/2024,8:00,17:00,8
8,01/13/2024,8:00,18:21,9.35
9,01/13/2024,8:00,17:00,8
11,01/13/2024,8:00,18:44,9.73
12,01/13/2024,8:00,17:00,8
13,01/13/2024,8:00,17:00,8
14,01/13/2024,8:00,17:00,8
15,01/13/2024,8:00,18:55,9.92
16,01/13/2024,8:00,17:00,8
17,01/13/2024,8:00,18:24,9.4
18,01/13/2024,8:00,17:00,8
19,01/13/2024,8:00,17:00,8
20,01/13/2024,8:00,17:00,8
21,01/13/2024,8:00,17:45,8.75
23,01/13/2024,8:00,17:00,8
24,01/13/2024,8:00,17:00,8
25,01/13/2024,8:00,17:00,8
26,01/13/2024,8:00,17:00,8
28,01/13/2024,8:00,17:00,8
29,01/13/2024,8:00,17:00,8
30,01/13/2024,8:00,17:00,8
31,01/13/2024,8:00,18:04,9.07
32,01/13/2024,8:00,17:01,8.02
33,01/13/2024,8:00,17:00,8
34,01/13/2024,8:00,17:00,8
35,01/13/2024,8:00,17:00,8
1,01/14/2024,8:00,19:00,10
2,01/14/2024,8:00,17:00,8
3,01/14/2024,8:00,17:00,8
4,01/14/2024,8:00,17:00,8
5,01/14/2024,8:00,17:30,8.5
6,01/14/2024,8:00,17:00,8
8,01/14/2024,8:00,17:00,8
9,01/14/2024,8:00,17:00,8
10,01/14/2024,8:00,17:00,8
11,01/14/2024,8:00,17:00,8
12,01/14/2024,8:00,17:00,8
13,01/14/2024,8:00,17:00,8
14,01/14/2024,8:00,17:00,8
15,01/14/2024,8:00,17:00,8
16,01/14/2024,8:00,17:00,8
17,01/14/2024,8:00,18:04,9.07
18,01/14/2024,8:00,17:00,8
19,01/14/2024,8:00,17:00,8
20,01/14/2024,8:00,17:00,8
21,01/14/2024,8:00,18:58,9.97
22,01/14/2024,8:00,17:00,8
23,01/14/2024,8:00,17:00,8
24,01/14/2024,8:00,17:00,8
25,01/14/2024,8:00,17:00,8
27,01/14/2024,8:00,17:00,8
28,01/14/2024,8:00,18:52,9.87
29,01/14/2024,8:00,17:00,8
30,01/14/2024,8:00,17:00,8
31,01/14/2024,8:00,18:39,9.65
32,01/14/2024,8:00,17:00,8
33,01/14/2024,8:00,17:00,8
34,01/14/2024,8:00,17:00,8
35,01/14/2024,8:00,17:00,8
1,01/15/2024,8:00,17:00,8
2,01/15/2024,8:00,17:00,8
5,01/15/2024,8:00,17:00,8
6,01/15/2024,8:00,17:00,8
7,01/15/2024,8:00,17:00,8
8,01/15/2024,8:00,17:00,8
10,01/15/2024,8:00,17:00,8
11,01/15/2024,8:00,17:00,8
12,01/15/2024,8:00,17:08,8.13
13,01/15/2024,8:00,18:59,9.98
14,01/15/2024,8:00,18:57,9.95
15,01/15/2024,8:00,17:00,8
16,01/15/2024,8:00,17:00,8
17,01/15/2024,8:00,17:00,8
18,01/15/2024,8:00,17:00,8
19,01/15/2024,8:00,17:00,8
20,01/15/2024,8:00,17:00,8
21,01/15/2024,8:00,17:00,8
23,01/15/2024,8:00,17:00,8
24,01/15/2024,8:00,17:00,8
25,01/15/2024,8:00,17:00,8
26,01/15/2024,8:00,17:00,8
27,01/15/2024,8:00,17:00,8
28,01/15/2024,8:00,17:00,8
29,01/15/2024,8:00,17:38,8.63
30,01/15/2024,8:00,17:00,8
31,01/15/2024,8:00,18:41,9.68
32,01/15/2024,8:00,17:00,8
33,01/15/2024,8:00,17:00,8
34,01/15/2024,8:00,17:24,8.4
35,01/15/2024,8:00,18:06,9.1
1,01/16/2024,8:00,17:00,8
2,01/16/2024,8:00,17:00,8
3,01/16/2024,8:00,17:00,8
4,01/16/2024,8:00,17:00,8
5,01/16/2024,8:00,17:00,8
6,01/16/2024,8:00,17:23,8.38
7,01/16/2024,8:00,17:00,8
8,01/16/2024,8:00,17:00,8
9,01/16/2024,8:00,18:52,9.87
10,01/16/2024,8:00,17:00,8
11,01/16/2024,8:00,17:00,8
12,01/16/2024,8:00,17:00,8
14,01/16/2024,8:00,17:00,8
15,01/16/2024,8:00,17:00,8
16,01/16/2024,8:00,17:49,8.82
17,01/16/2024,8:00,17:00,8
18,01/16/2024,8:00,17:00,8
19,01/16/2024,8:00,18:54,9.9
